Tous	HP:0000001#
Partie terminale triangulaire de l'os moyen de l'annulaire	HP:0009224#
Aplasie de la phalange proximale du 5e doigt	HP:0009225#
Absence de l'os le plus interne de l'auriculaire	HP:0009225#
Phalange proximale courte du 5ème doigt	HP:0009226#
Os le plus interne de l'auriculaire court	HP:0009226#
Phalange proximale du 5ème doigt hypoplasique/petite	HP:0009226#
Petit os du petit doigt le plus interne	HP:0009226#
Os de l'auriculaire court et interne	HP:0009226#
Phalange proximale large du 5ème doigt	HP:0009227#
Os de l'auriculaire large et le plus interne	HP:0009227#
Large phalange proximale du 5ème doigt	HP:0009227#
Phalange proximale du 5ème doigt en forme de balle	HP:0009228#
Os du petit doigt le plus interne en forme de calotte	HP:0009228#
Os de l'auriculaire le plus interne en forme de calotte	HP:0009228#
Os de l'auriculaire le plus interne en forme de balle	HP:0009228#
Phalange proximale incurvée du 5ème doigt	HP:0009229#
Os le plus interne de l'auriculaire courbe	HP:0009229#
Os courbe le plus interne de l'auriculaire	HP:0009229#
Défauts ostéolytiques de la phalange proximale du 5e doigt	HP:0009230#
Sclérose en plaques de la phalange proximale du 5e doigt	HP:0009231#
Augmentation inégale de la densité osseuse dans l'os le plus interne de l'auriculaire	HP:0009231#
Augmentation irrégulière de la densité osseuse de l'os le plus interne de l'auriculaire	HP:0009231#
Symphalangisme affectant la phalange proximale du 5e doigt	HP:0009232#
Fusion de l'os le plus interne de l'auriculaire	HP:0009232#
Os soudé le plus interne de l'auriculaire	HP:0009232#
Phalange proximale du 5e doigt de forme triangulaire	HP:0009233#
Os le plus interne de l'auriculaire de forme triangulaire	HP:0009233#
Os du petit doigt le plus interne de forme triangulaire	HP:0009233#
Os de l'auriculaire de forme triangulaire	HP:0009233#
Symphalangisme de la phalange proximale du 5e doigt avec le 5e métatcarpe	HP:0009234#
Fusion de l'os le plus interne de l'auriculaire avec le 5ème os long de la main	HP:0009234#
Soudure de l'os le plus interne de l'auriculaire avec le 5ème os long de la main	HP:0009234#
Os le plus interne de l'auriculaire soudé au 5e os long de la main	HP:0009234#
Phalange proximale du 5e doigt de forme rhomboïde ou triangulaire	HP:0009236#
Os le plus interne de l'auriculaire de forme rhomboïde ou triangulaire	HP:0009236#
Os rhomboïde ou de forme triangulaire le plus interne de l'auriculaire	HP:0009236#
5e doigt court	HP:0009237#
Petit doigt court	HP:0009237#
Brachydactylie du 5ème doigt	HP:0009237#
5e doigt hypoplasique/petit	HP:0009237#
Hypoplastique/petit auriculaire	HP:0009237#
Cinquièmes doigts courts	HP:0009237#
Phalanges hypoplastiques de l'auriculaire	HP:0009237#
Phalanges courtes de l'auriculaire	HP:0009237#
Cinquième doigt court	HP:0009237#
Aplasie du 5ème doigt	HP:0009238#
Petit doigt absent	HP:0009238#
Aplasie/Hypoplasie de la phalange distale du 5ème doigt	HP:0009239#
Absence/petit os externe de l'auriculaire	HP:0009239#
Os superficiel de l'auriculaire absent/peu développé	HP:0009239#
Phalange distale large du 5ème doigt	HP:0009240#
Os de l'auriculaire large et externe	HP:0009240#
Petit doigt large et externe	HP:0009240#
Petit doigt large externe	HP:0009240#
Phalange distale du 5e doigt en forme de balle	HP:0009241#
Os de l'auriculaire externe en forme de calotte	HP:0009241#
Petit doigt externe en forme de calotte osseuse	HP:0009241#
Petit doigt externe en forme de calotte	HP:0009241#
Défauts ostéolytiques de la phalange distale du 5e doigt	HP:0009242#
Sclérose parcellaire de la phalange distale du 5e doigt	HP:0009243#
Augmentation inégale de la densité osseuse dans l'os le plus externe de l'auriculaire	HP:0009243#
Augmentation irrégulière de la densité osseuse de l'os le plus externe de l'auriculaire	HP:0009243#
Symphalangisme distal/médian du 5e doigt	HP:0009244#
Fusion des os distal et moyen de l'auriculaire	HP:0009244#
Symphalangisme des phalanges distales et moyennes du 5ème doigt	HP:0009244#
Symphalangisme de l'articulation interphalangienne distale du 5ème doigt	HP:0009244#
Fusion des os terminaux et moyens de l'auriculaire	HP:0009244#
Fusion des phalanges terminales et moyennes du 5ème doigt	HP:0009244#
Fusion de l'extrémité et des os centraux de l'auriculaire	HP:0009244#
Symphalangisme des phalanges terminale et moyenne du 5ème doigt	HP:0009244#
Phalange distale du 5ème doigt de forme triangulaire	HP:0009245#
Os de l'auriculaire externe de forme triangulaire	HP:0009245#
Aplasie de la phalange distale du 5e doigt	HP:0009246#
Absence de l'os externe de l'auriculaire	HP:0009246#
Absence de l'os le plus externe de l'auriculaire	HP:0009246#
Anomalie de l'épiphyse de la phalange moyenne du 4ème doigt	HP:0009247#
Anomalie de la partie terminale de l'os moyen de l'annulaire	HP:0009247#
Anomalie de l'épiphyse de la phalange proximale du 4ème doigt	HP:0009248#
Anomalie de la partie terminale de l'os le plus interne de l'annulaire	HP:0009248#
Anomalie de l'épiphyse de la phalange distale du 4ème doigt	HP:0009249#
Anomalie de la partie terminale de l'os le plus externe de l'annulaire	HP:0009249#
Épiphyse absente de la phalange distale du 4ème doigt	HP:0009250#
Partie terminale absente de l'os le plus externe de l'annulaire	HP:0009250#
Épiphyse en forme de crochet de la phalange distale du 4ème doigt	HP:0009251#
Partie terminale en forme de crochet de l'os le plus externe de l'annulaire	HP:0009251#
Épiphyse conique de la phalange distale du 4ème doigt	HP:0009252#
Partie terminale conique de l'os le plus externe de l'annulaire	HP:0009252#
Épiphyse élargie de la phalange distale du 4ème doigt	HP:0009253#
Partie terminale élargie de l'os le plus externe de l'annulaire	HP:0009253#
Fragmentation de l'épiphyse de la phalange distale du 4ème doigt	HP:0009254#
Fragmentation de la partie terminale de l'os le plus externe de l'annulaire	HP:0009254#
Épiphyse irrégulière de la phalange distale du 4ème doigt	HP:0009255#
Partie terminale irrégulière de l'os le plus externe de l'annulaire	HP:0009255#
Épiphyse ivoire de la phalange distale du 4ème doigt	HP:0009256#
Augmentation de la densité osseuse de la partie terminale de l'os le plus externe de l'annulaire	HP:0009256#
Pseudo-épiphyse de la phalange distale du 4ème doigt	HP:0009257#
Petite épiphyse de la phalange distale du 4ème doigt	HP:0009258#
Petite partie terminale de l'os le plus externe de l'annulaire	HP:0009258#
Piqûre de l'épiphyse de la phalange distale du 4ème doigt	HP:0009259#
Calcifications mouchetées dans la partie terminale de l'os le plus externe de l'annulaire	HP:0009259#
Épiphyse triangulaire de la phalange distale du 4ème doigt	HP:0009260#
Partie terminale triangulaire de l'os le plus externe de l'annulaire	HP:0009260#
Épiphyse en forme de delta de la phalange distale du 4ème doigt	HP:0009260#
Épiphyse absente de la phalange proximale du 4ème doigt	HP:0009261#
Partie terminale absente de l'os le plus interne de l'annulaire	HP:0009261#
Épiphyse en forme de crochet de la phalange proximale du 4ème doigt	HP:0009262#
Partie terminale en forme de crochet de l'os le plus interne de l'annulaire	HP:0009262#
Épiphyse proximale en forme de crochet de l'annulaire	HP:0009262#
Épiphyse conique de la phalange proximale du 4ème doigt	HP:0009263#
Partie terminale conique de l'os le plus interne de l'annulaire	HP:0009263#
Épiphyse élargie de la phalange proximale du 4ème doigt	HP:0009264#
Partie terminale élargie de l'os le plus interne de l'annulaire	HP:0009264#
Fragmentation de l'épiphyse de la phalange proximale du 4ème doigt	HP:0009265#
Fragmentation de la partie terminale de l'os le plus interne de l'annulaire	HP:0009265#
Épiphyse irrégulière de la phalange proximale du 4ème doigt	HP:0009266#
Partie terminale irrégulière de l'os le plus interne de l'annulaire	HP:0009266#
Épiphyse ivoire de la phalange proximale du 4ème doigt	HP:0009267#
Augmentation de la densité osseuse de la partie terminale de l'os le plus interne de l'annulaire	HP:0009267#
Pseudo-épiphyse de la phalange proximale du 4ème doigt	HP:0009268#
Petite épiphyse de la phalange proximale du 4ème doigt	HP:0009269#
Petite partie terminale de l'os le plus interne de l'annulaire	HP:0009269#
Piqûre de l'épiphyse de la phalange proximale du 4ème doigt	HP:0009270#
Calcifications mouchetées dans la partie terminale de l'os le plus interne de l'annulaire	HP:0009270#
Épiphyse triangulaire de la phalange proximale du 4ème doigt	HP:0009271#
Épiphyse en forme de triangle de la phalange proximale du 4ème doigt	HP:0009271#
Partie terminale triangulaire de l'os le plus interne de l'annulaire	HP:0009271#
Aplasie/Hypoplasie du 4ème doigt	HP:0009272#
Os de l'annulaire absent/petit	HP:0009272#
Os de l'annulaire absent ou sous-développé	HP:0009272#
Déviation du 4ème doigt	HP:0009273#
Déviation de l'annulaire	HP:0009273#
Contracture articulaire du 4ème doigt	HP:0009274#
Contractures articulaires du 4ème doigt	HP:0009274#
Contracture de l'articulation interphalangienne distale du 4ème doigt	HP:0009275#
Contracture de l'articulation interphalangienne proximale du 4ème doigt	HP:0009276#
Camptodactylie du 4ème doigt	HP:0009276#
Camptodactylie de l'annulaire	HP:0009276#
Contracture de l'articulation métacarpophalangienne du 4ème doigt	HP:0009277#
Déviation ulnaire du 4ème doigt	HP:0009278#
Déviation ulnaire de l'annulaire	HP:0009278#
Déviation radiale du 4ème doigt	HP:0009279#
Déviation radiale de l'annulaire	HP:0009279#
4ème doigt court	HP:0009280#
4ème doigt hypoplasique/petit	HP:0009280#
Annulaire court	HP:0009280#
Aplasie du 4ème doigt	HP:0009281#
Annulaire absent	HP:0009281#
Anomalie de la phalange distale du 4ème doigt	HP:0009282#
Anomalie de l'os le plus externe de l'annulaire	HP:0009282#
Anomalie de la phalange moyenne du 4ème doigt	HP:0009283#
Anomalie de l'os moyen de l'annulaire	HP:0009283#
Anomalie de la phalange moyenne de l'annulaire	HP:0009283#
Anomalie de la phalange proximale du 4ème doigt	HP:0009284#
Anomalie de la phalange proximale de l'annulaire	HP:0009284#
Anomalie de l'os le plus interne de l'annulaire	HP:0009284#
Phalanges courbes du 4ème doigt	HP:0009285#
Os courbe de l'annulaire	HP:0009285#
Phalange distale incurvée du 4ème doigt	HP:0009286#
Os de l'annulaire externe courbé	HP:0009286#
Phalange moyenne courbée du 4ème doigt	HP:0009287#
Os de l'annulaire moyen courbé	HP:0009287#
Phalange proximale courbe du 4ème doigt	HP:0009288#
Os de l'annulaire le plus interne courbé	HP:0009288#
Aplasie/Hypoplasie de la phalange distale du 4ème doigt	HP:0009289#
Os de l'annulaire externe absent/petit	HP:0009289#
Absence ou sous-développement de l'os de l'annulaire externe	HP:0009289#
Phalange distale courte du 4ème doigt	HP:0009290#
Phalange distale du 4ème doigt hypoplasique/petite	HP:0009290#
Phalange distale courte de l'annulaire	HP:0009290#
Aplasie de la phalange distale du 4ème doigt	HP:0009291#
Absence de l'os le plus externe de l'annulaire	HP:0009291#
Phalange distale large du 4ème doigt	HP:0009292#
Os externe large de l'annulaire	HP:0009292#
Large os le plus externe de l'annulaire	HP:0009292#
Large phalange moyenne du 4ème doigt	HP:0009293#
Os moyen large du 4ème doigt	HP:0009293#
Phalange moyenne absente du 4ème doigt	HP:0009294#
Absence de l'os moyen du 4ème doigt	HP:0009294#
Aplasie de la phalange moyenne du 4ème doigt	HP:0009294#
Phalange moyenne courte du 4ème doigt	HP:0009295#
Phalange moyenne courte de l'annulaire	HP:0009295#
Phalange moyenne de l'annulaire hypoplasique/petite	HP:0009295#
Phalange moyenne du 4ème doigt hypoplasique/petite	HP:0009295#
Phalange moyenne en forme de balle du 4ème doigt	HP:0009296#
Os moyen en forme de balle du 4ème doigt	HP:0009296#
Défauts ostéolytiques de la phalange moyenne du 4ème doigt	HP:0009297#
Aplasie de la phalange proximale du 4ème doigt	HP:0009298#
Absence de l'os le plus interne de l'annulaire	HP:0009298#
Aplasie/Hypoplasie de la phalange moyenne du 4ème doigt	HP:0009299#
Os de l'annulaire moyen absent/petit	HP:0009299#
Absence ou sous-développement de l'os du majeur	HP:0009299#
Aplasie/Hypoplasie de la phalange proximale du 4ème doigt	HP:0009300#
Os de l'annulaire le plus interne absent/sous-développé	HP:0009300#
Absence/petite taille de l'os le plus interne de l'annulaire	HP:0009300#
Phalange proximale courte du 4ème doigt	HP:0009301#
Phalange proximale courte du quatrième doigt	HP:0009301#
Os le plus interne court de l'annulaire	HP:0009301#
Phalange proximale du 4ème doigt hypoplasique/petite	HP:0009301#
Phalange distale en forme de balle du 4ème doigt	HP:0009302#
Os externe de l'annulaire en forme de balle	HP:0009302#
Défauts ostéolytiques de la phalange distale du 4ème doigt	HP:0009303#
Sclérose parcellaire de la phalange distale du 4ème doigt	HP:0009304#
Augmentation inégale de la densité osseuse dans l'os le plus externe de l'annulaire	HP:0009304#
Symphalangisme distal/médian du 4ème doigt	HP:0009305#
Symphalangisme des phalanges distale et moyenne du 4ème doigt	HP:0009305#
Fusion des os distal et moyen de l'annulaire	HP:0009305#
Phalange distale du 4ème doigt de forme triangulaire	HP:0009306#
Os externe de l'annulaire de forme triangulaire	HP:0009306#
Sclérose parcellaire de la phalange moyenne du 4ème doigt	HP:0009307#
Augmentation inégale de la densité osseuse de l'os moyen de l'annulaire	HP:0009307#
Symphalangisme de la phalange moyenne du 4ème doigt	HP:0009308#
Fusion de l'os moyen de l'annulaire	HP:0009308#
Phalange moyenne du 4ème doigt de forme triangulaire	HP:0009309#
Os moyen de l'annulaire de forme triangulaire	HP:0009309#
Phalange proximale large du 4ème doigt	HP:0009310#
Os interne large de l'annulaire	HP:0009310#
Phalange proximale en forme de balle du 4ème doigt	HP:0009311#
Os de l'annulaire le plus interne en forme de balle	HP:0009311#
Défauts ostéolytiques de la phalange proximale du 4ème doigt	HP:0009312#
Sclérose parcellaire de la phalange proximale du 4ème doigt	HP:0009313#
Augmentation inégale de la densité osseuse dans l'os le plus interne de l'annulaire	HP:0009313#
Symphalangisme affectant la phalange proximale du 4ème doigt	HP:0009314#
Fusion de l'os le plus interne de l'annulaire	HP:0009314#
Phalange proximale du 4ème doigt de forme triangulaire	HP:0009315#
Os le plus interne de l'annulaire de forme triangulaire	HP:0009315#
Os le plus interne du 4ème doigt de forme triangulaire	HP:0009315#
Anomalie des phalanges du 3ème doigt	HP:0009316#
Anomalie des os du majeur	HP:0009316#
Anomalie des phalanges du majeur	HP:0009316#
Déviation du 3ème doigt	HP:0009317#
Déviation du majeur	HP:0009317#
Aplasie/Hypoplasie du 3ème doigt	HP:0009318#
Absence/petit doigt du milieu	HP:0009318#
Doigt du milieu absent ou sous-développé	HP:0009318#
Contraction articulaire du 3ème doigt	HP:0009319#
Camptodactylie du majeur	HP:0009319#
Anomalie des épiphyses du 3ème doigt	HP:0009320#
Anomalie de la partie terminale de l'os moyen du majeur	HP:0009320#
Absence de l'épiphyse de la phalange moyenne du 3ème doigt	HP:0009321#
Absence de la partie terminale de l'os moyen du majeur	HP:0009321#
Épiphyse en forme de crochet de la phalange moyenne du 3ème doigt	HP:0009322#
Partie terminale en forme de crochet de l'os moyen du majeur	HP:0009322#
Épiphyse en forme de cône de la phalange moyenne du 3ème doigt	HP:0009323#
Partie terminale conique de l'os moyen du majeur	HP:0009323#
Épiphyse élargie de la phalange moyenne du 3ème doigt	HP:0009324#
Partie terminale élargie de l'os moyen du majeur	HP:0009324#
Fragmentation de l'épiphyse de la phalange moyenne du 3ème doigt	HP:0009325#
Fragmentation de la partie terminale de l'os moyen du majeur	HP:0009325#
Épiphyse irrégulière de la phalange moyenne du 3ème doigt	HP:0009326#
Partie terminale irrégulière de l'os moyen du majeur	HP:0009326#
